feature,importance
Morgan_327,9.480138196869752e-05
MACCS_72,9.464444747636969e-05
Morgan_508,9.414057604740073e-05
Morgan_657,9.389200289724213e-05
Morgan_972,9.386818404365676e-05
Morgan_597,9.37640765442513e-05
ECFP_F_763,9.356761250007489e-05
ECFP_F_805,9.351062338300409e-05
ECFP_F_520,9.26022545436474e-05
Morgan_949,9.250309681803462e-05
ECFP_F_285,9.246571004775916e-05
ECFP_F_836,9.238871087366576e-05
Morgan_418,9.217822634555592e-05
Morgan_241,9.192086036284894e-05
Morgan_680,9.18458286568236e-05
Morgan_259,9.168328956002384e-05
Morgan_961,9.159575340585445e-05
Morgan_838,9.157000384378115e-05
ECFP_F_4,9.152184928365555e-05
Morgan_333,9.135274483377414e-05
Morgan_730,9.057914738494019e-05
Morgan_214,9.049283809310788e-05
Morgan_666,9.02568852839769e-05
Morgan_1020,9.012134192895686e-05
Morgan_655,9.011446279161637e-05
Morgan_941,8.95986866243181e-05
Morgan_77,8.959169697640141e-05
ECFP_F_117,8.940340392493382e-05
Morgan_630,8.91356098027698e-05
Morgan_744,8.895357139130638e-05
Morgan_92,8.830210066409743e-05
ECFP_F_329,8.823430940098162e-05
Morgan_760,8.80068051411482e-05
Morgan_263,8.788779828559119e-05
Morgan_228,8.786502249874079e-05
Morgan_15,8.78413198126679e-05
Morgan_386,8.783141445341157e-05
Morgan_0,8.78283680040692e-05
Morgan_105,8.770285393271886e-05
Morgan_823,8.748241231251155e-05
Morgan_464,8.728434876377761e-05
Morgan_641,8.721485335241069e-05
Morgan_288,8.716593033082701e-05
Morgan_731,8.714617674351225e-05
Morgan_964,8.694404810040342e-05
ECFP_F_281,8.688402259668676e-05
Morgan_976,8.671775903097313e-05
Morgan_801,8.66255811602719e-05
Morgan_49,8.6556285647967e-05
Morgan_939,8.635625679773158e-05
Morgan_621,8.634581421049284e-05
Morgan_42,8.629974972735256e-05
Morgan_797,8.618118729088395e-05
Morgan_359,8.615331796677071e-05
MACCS_63,8.589206840418814e-05
ECFP_F_1022,8.553761894408621e-05
ECFP_F_738,8.519702991817563e-05
Morgan_815,8.470272733569086e-05
ECFP_F_458,8.468818315954372e-05
Morgan_354,8.444813624091861e-05
Morgan_733,8.444264337083195e-05
ECFP_F_78,8.403835713855382e-05
Morgan_181,8.39352033518677e-05
ECFP_F_585,8.346758086548817e-05
Morgan_975,8.339183487243945e-05
MACCS_56,8.333734894963892e-05
ECFP_F_960,8.308943699127993e-05
Morgan_407,8.282134776220808e-05
ECFP_F_402,8.275412534142306e-05
ECFP_F_557,8.241592050866063e-05
Morgan_878,8.239518448487581e-05
Morgan_334,8.222271727343856e-05
Morgan_123,8.193217618246426e-05
Morgan_693,8.191324757677625e-05
Morgan_430,8.185393198127285e-05
Morgan_842,8.174598908080682e-05
Morgan_982,8.162718624563916e-05
Morgan_643,8.158207827039309e-05
Morgan_309,8.087346760745002e-05
Morgan_943,8.081769730716254e-05
MACCS_71,8.07545288322045e-05
Morgan_252,8.074455003977357e-05
Morgan_576,8.055751879223665e-05
ECFP_F_276,8.043130340085311e-05
ECFP_F_208,8.011538967963444e-05
Morgan_761,8.002764667382768e-05
Morgan_809,7.949559849686845e-05
Morgan_664,7.935075799566879e-05
Morgan_108,7.886365612251042e-05
Morgan_896,7.87226327883999e-05
ECFP_F_352,7.849856722357111e-05
MACCS_19,7.795971226231894e-05
Morgan_589,7.78264785737598e-05
ECFP_F_521,7.7627297397483e-05
Morgan_792,7.761447144383134e-05
Morgan_955,7.759386455766853e-05
Morgan_87,7.74475568006697e-05
Morgan_116,7.74381248919353e-05
Morgan_782,7.720010556362892e-05
Morgan_837,7.714738708721662e-05
Morgan_715,7.700716495275793e-05
MACCS_25,7.636870755106968e-05
ECFP_F_930,7.626671015831737e-05
ECFP_F_454,7.616484982548267e-05
